tj_id,c,1b,2b,ss,3b,of,util,sp,rp
yassermercedes,False,False,False,False,False,True,True,False,False
alexanderramirez,False,False,False,False,False,True,True,False,False
edwardlantigua,False,False,False,False,False,True,True,False,False
justinboyd,False,False,False,False,False,True,True,False,False
eduardobeltre,False,False,False,False,False,True,True,False,False
chrisroller,False,False,False,False,False,True,True,False,False
raynerarias,False,False,False,False,False,True,True,False,False
jamestibbsiii,False,False,False,False,False,True,True,False,False
luiscova,False,False,False,False,False,True,True,False,False
franciscovilorio,False,False,False,False,False,True,True,False,False
robertcalaz,False,False,False,False,False,True,True,False,False
stivenmartinez,False,False,False,False,False,True,True,False,False
andresarias,False,False,False,False,False,True,True,False,False
jonnyfarmelo,False,False,False,False,False,True,True,False,False
aidansmith,False,False,False,False,False,True,True,False,False
kendallgeorge,False,False,False,False,False,True,True,False,False
pjmorlando,False,False,False,False,False,True,True,False,False
luisguanipa,False,False,False,False,False,True,True,False,False
braylonpayne,False,False,False,False,False,True,True,False,False
brailerguerrero,False,False,False,False,False,True,True,False,False
theogillen,False,False,False,False,False,True,True,False,False
dillonhead,False,False,False,False,False,True,True,False,False
arnaldolantigua,False,False,False,False,False,True,True,False,False
vancehoneycutt,False,False,False,False,False,True,True,False,False
travisblankenhorn,False,False,False,False,False,True,True,False,False
dantenori,False,False,False,False,False,True,True,False,False
brandomayea,False,False,False,False,False,True,True,False,False
sladecaldwell,False,False,False,False,False,True,True,False,False
zyhirhope,False,False,False,False,False,True,True,False,False
mikesirota,False,False,False,False,False,True,True,False,False
ethanconrad,False,False,False,False,False,True,True,False,False
camcannarella,False,False,False,False,False,True,True,False,False
brendansummerhill,False,False,False,False,False,True,True,False,False
jacelaviolette,False,False,False,False,False,True,True,False,False
charlesdavalan,False,False,False,False,False,True,True,False,False
edwardflorentino,False,False,False,False,False,True,True,False,False
nategeorge,False,False,False,False,False,True,True,False,False
nickmartini,False,False,False,False,False,True,True,False,False
taipeete,False,False,False,False,False,True,True,False,False
andrewsalas,False,False,False,False,False,True,True,False,False
calconley,False,False,True,True,False,False,True,False,False
yonnyhernandez,False,False,True,True,False,False,True,False,False
jacepeterson,False,False,False,True,False,False,True,False,False
livansoto,False,False,True,True,False,False,True,False,False
yordysvaldes,False,False,True,True,False,False,True,False,False
lukewaddell,False,False,True,True,False,False,True,False,False
fernandocruz1,False,False,True,True,False,False,True,False,False
griffoferrall,False,False,True,True,False,False,True,False,False
tatesouthisene,False,False,True,True,False,False,True,False,False
gavinkilen,False,False,True,True,False,False,True,False,False
jonathanornelas,False,False,False,True,False,False,True,False,False
nickahmed,False,False,False,True,False,False,True,False,False
cristianhernandez,False,False,False,True,False,False,True,False,False
aeversonarteaga,False,False,False,True,False,False,True,False,False
angelgenao,False,False,False,True,False,False,True,False,False
jacobamaya,False,False,False,True,False,False,True,False,False
freddyzamora,False,False,False,True,False,False,True,False,False
alantrejo,False,False,False,True,False,False,True,False,False
wanderfranco,False,False,False,True,False,False,True,False,False
edwinarroyo,False,False,False,True,False,False,True,False,False
zackshort,False,False,False,True,False,False,True,False,False
georgelombardjr,False,False,False,True,False,False,True,False,False
jacksoncluff,False,False,False,True,False,False,True,False,False
rodolfocastro,False,False,False,True,False,False,True,False,False
eguyrosario,False,False,False,True,False,False,True,False,False
aledmysdiaz,False,False,False,True,False,False,True,False,False
brandoncrawford,False,False,False,True,False,False,True,False,False
drewswift,False,False,False,True,False,False,True,False,False
luisgarcia1,False,False,False,True,False,False,True,False,False
edhoward,False,False,False,True,False,False,True,False,False
roderickarias,False,False,False,True,False,False,True,False,False
welbynfrancisca,False,False,False,True,False,False,True,False,False
cooperpratt,False,False,False,True,False,False,True,False,False
starlyncaba,False,False,False,True,False,False,True,False,False
felnincelesten,False,False,False,True,False,False,True,False,False
arjunnimmala,False,False,False,True,False,False,True,False,False
adriansantana,False,False,False,True,False,False,True,False,False
sergioalcantara,False,False,False,True,False,False,True,False,False
daiberdelossantos,False,False,False,True,False,False,True,False,False
jorgequintana,False,False,False,True,False,False,True,False,False
emilmorales,False,False,False,True,False,False,True,False,False
joseperdomo,False,False,False,True,False,False,True,False,False
yandelricardo,False,False,False,True,False,False,True,False,False
ashlyandujar,False,False,False,True,False,False,True,False,False
angelfeliz,False,False,False,True,False,False,True,False,False
jhonnylevel,False,False,False,True,False,False,True,False,False
edgarmontero,False,False,False,True,False,False,True,False,False
joswalugo,False,False,False,True,False,False,True,False,False
seaverking,False,False,False,True,False,False,True,False,False
brycerainer,False,False,False,True,False,False,True,False,False
kellonlindsey,False,False,False,True,False,False,True,False,False
wehiwaaloy,False,False,False,True,False,False,True,False,False
franklinarias,False,False,False,True,False,False,True,False,False
kaysoncunningham,False,False,False,True,False,False,True,False,False
billycarlson,False,False,False,True,False,False,True,False,False
daxkilby,False,False,False,True,False,False,True,False,False
ethanholliday,False,False,False,True,False,False,True,False,False
gavinfien,False,False,False,False,False,False,True,False,False
josuardejesusgonzalez,False,False,False,True,False,False,True,False,False
eliwillits,False,False,False,True,False,False,True,False,False
aivaarquette,False,False,False,True,False,False,True,False,False
marekhouston,False,False,False,True,False,False,True,False,False
mattcarpenter,False,False,False,False,False,False,True,False,False
jdmartinez,False,False,False,False,False,False,True,False,False
danielvogelbach,False,False,False,False,False,False,True,False,False
williecalhoun,False,False,False,False,False,False,True,False,False
haroldramirez,False,False,False,False,False,False,True,False,False
jacksonmiller,False,False,False,False,False,False,True,False,False
xavierisaac,False,False,False,False,False,False,True,False,False
trentonbrooks,False,False,False,False,False,False,True,False,False
lukenbaker,False,False,False,False,False,False,True,False,False
jackgurevitch,False,True,False,False,False,False,True,False,False
haroldrivas,False,False,False,False,False,True,True,False,False
doriansoto,False,False,False,True,False,False,True,False,False
carsondemartini,False,False,False,True,True,False,True,False,False
alimbersanta,False,False,False,False,False,False,False,False,True
natepayne,False,False,False,False,False,False,False,True,False
gerelmimaldonado,False,False,False,False,False,False,False,True,False
joseolivares,False,False,False,False,False,False,False,True,False
ivanluciano,True,False,False,False,False,False,True,False,False
devinsaltiban,False,False,False,False,False,True,True,False,False
ixanhenderson,False,False,False,False,False,False,False,True,False
tjrumfield,False,False,False,False,True,False,True,False,False
nestorgerman,False,False,False,False,False,False,False,True,False
leviwells,False,False,False,False,False,False,False,True,False
ryanwideman,False,False,False,False,False,True,True,False,False
jancelvillarroel,True,False,False,False,False,True,True,False,False
austincharles,False,False,False,True,True,False,True,False,False
ronnycruz,False,False,False,True,False,False,True,False,False
adamserwinowski,False,False,False,False,False,False,False,True,False
tannerthach,False,True,False,False,False,False,True,False,False
georgewolkow,False,False,False,False,False,True,True,False,False
jakecook,False,False,False,False,False,True,True,False,False
nickdumesnil,False,False,False,False,False,True,True,False,False
brycemayer,False,False,False,False,False,False,False,True,False
