tjid,fgId,NameASCII,org,pos,age,jersey
kevinpillar,12434,Kevin Pillar,FA,OF,37,1
dazcameron,18353,Daz Cameron,FA,OF,29,20
seanbouchard,21270,Sean Bouchard,FA,OF,30,12
michaelataylor,11489,Michael A. Taylor,FA,OF,35,21
joseazocar,18821,Jose Azocar,ATL,OF,30,18
mattgorski,25855,Matt Gorski,FA,1B,28,62
calstevenson,22411,Cal Stevenson,FA,OF,29,47
cooperhummel,19458,Cooper Hummel,FA,OF,31,16
jacobhurtubise,27599,Jacob Hurtubise,SEA,OF,28,26
jordynadams,23788,Jordyn Adams,FA,OF,26,80
gregallen,16623,Greg Allen,FA,OF,33,25
drewavans,25183,Drew Avans,COL,OF,30,18
pabloreyes,16357,Pablo Reyes,SDP,OF,32,26
nickmartini,12005,Nick Martini,FA,DH,36,35
jonathanornelas,24597,Jonathan Ornelas,NYY,SS,26,64
nickahmed,12147,Nick Ahmed,FA,SS,36,23
jacobamaya,23296,Jacob Amaya,ARI,SS,27,18
alantrejo,20056,Alan Trejo,FA,SS,30,31
zackshort,19562,Zack Short,NYY,SS,31,38
trentonbrooks,19384,Trenton Brooks,FA,DH,30,41
lukenbaker,21497,Luken Baker,ARI,DH,29,21
cjalexander,20557,CJ Alexander,ATH,3B,29,
colewaites,25665,Cole Waites,SFG,SIRP,28,
rafaelfloresjr,31991,Rafael Flores Jr.,PIT,C,25,
ernestomartinezjr,sa3003173,Ernesto Martinez Jr.,MIL,1B,27,
geraldogando,sa3005026,Gerald Ogando,BAL,SIRP,25,
dalvinrosario,sa3005144,Dalvin Rosario,CIN,SIRP,26,
carlosdrodriguez,sa3005478,Carlos D. Rodriguez,ATL,CF,25,
stevenperez,sa3008362,Steven Perez,CLE,SIRP,25,
jjdorazio,sa3008876,J.J. D'Orazio,ARI,C,24,
leandropineda,sa3008905,Leandro Pineda,PHI,RF,24,
eddinsonpaulino,sa3009538,Eddinson Paulino,TOR,3B,23,
hancelrincon,sa3009629,Hancel Rincon,STL,SP,24,
listhersosa,sa3009725,Listher Sosa,ARI,SIRP,24,
edgarisea,sa3009936,Edgar Isea,ARI,SIRP,23,
luisvelasquez,sa3010135,Luis Velasquez,NYY,SIRP,25,
anthonynunez,sa3010171,Anthony Nunez,BAL,SIRP,24,
andrewnavigato,sa3010703,Andrew Navigato,DET,SS,28,
jaredjohnson,sa3011626,Jared Johnson,ATH,SIRP,25,
yosbersanchez,sa3011636,Yosber Sanchez,DET,SIRP,25,
gabrielsosa,sa3011682,Gabriel Sosa,SEA,SIRP,25,
gavincollyer,sa3011742,Gavin Collyer,TEX,SIRP,25,
erickbrito,sa3011753,Erick Brito,PHI,SS,24,
benpeoples,sa3011784,Ben Peoples,CHW,SIRP,25,
shanedrohan,sa3014447,Shane Drohan,BOS,MIRP,27,
tekoahroby,sa3014519,Tekoah Roby,STL,MIRP,24,
daxfulton,sa3014535,Dax Fulton,MIA,SP,24,
poyuchen,sa3014699,Po-Yu Chen,PIT,SP,24,
braxtonroxby,sa3014811,Braxton Roxby,SFG,SIRP,27,
carsoncoleman,sa3014857,Carson Coleman,NYY,SIRP,28,
brettauerbach,sa3014941,Brett Auerbach,SFG,2B,27,
jackdashwood,sa3015035,Jack Dashwood,LAA,SIRP,28,
josedavila,sa3015092,Jose Davila,STL,SP,23,
juancorniel,sa3015169,Juan Corniel,ARI,SS,23,
yerlinconfidan,sa3015176,Yerlin Confidan,CIN,RF,23,
wilfredveras,sa3015178,Wilfred Veras,CHW,RF,23,
kalairosario,sa3015199,Kala'i Rosario,MIN,RF,23,
josefernandez,sa3015204,Jose Fernandez,ARI,SS,22,
joeelbis,sa3015216,Joe Elbis,ARI,SP,23,
ricardoolivar,sa3015234,Ricardo Olivar,MIN,C,24,
brandanbidois,sa3015277,Brandan Bidois,PIT,SIRP,25,
dahiansantos,sa3015282,Dahian  Santos,TOR,MIRP,23,
joshstephan,sa3015286,Josh Stephan,TEX,SP,24,
elisonjoseph,sa3015306,Elison Joseph,ATL,SIRP,25,
joseacuna,sa3015331,Jose Acuna,CIN,SP,23,
aidancurry,sa3015334,Aidan Curry,TEX,MIRP,23,
yerlinrodriguez,sa3015362,Yerlin Rodriguez,MIL,SIRP,24,
yujanyerherrera,sa3015370,Yujanyer Herrera,COL,SIRP,22,
adrianrodriguez,sa3015385,Adrian Rodriguez,TEX,SIRP,25,
juannunez,sa3015464,Juan Nunez,BAL,SP,25,
antwonekelly,sa3015489,Antwone Kelly,PIT,SIRP,22,
joeldiaz,sa3015500,Joel Diaz,NYM,SP,22,
yaquirivera,sa3015504,Yaqui Rivera,BAL,SIRP,22,
jeraltoledo,sa3015590,Jeral Toledo,PIT,2B,23,
christiancerda,sa3015623,Christian Cerda,ARI,C,23,
victorarias,sa3015636,Victor Arias,TOR,CF,22,
omaralfonzo,sa3015665,Omar Alfonzo,PIT,C,22,
ronaldhernandez,sa3015738,Ronald Hernandez,NYM,C,22,
esmerlynvaldez,sa3015768,Esmerlyn Valdez,PIT,RF,22,
leobalcazar,sa3015798,Leo Balcazar,CIN,SS,22,
gregorybarrios,sa3015800,Gregory Barrios,TBR,SS,22,
jadherareinamo,sa3015802,Jadher Areinamo,TBR,2B,22,
gleiderfigueroa,sa3015813,Gleider Figueroa,TEX,3B,22,
pedroramirez,sa3015834,Pedro Ramirez,CHC,3B,22,
andyperez,sa3015857,Andy Perez,COL,SS,22,
kennycastillo,sa3015863,Kenny Castillo,ARI,C,22,
randelclemente,sa3016003,Randel Clemente,STL,SIRP,24,
jordyvargas,sa3016052,Jordy Vargas,COL,SP,22,
ricardoyan,sa3016056,Ricardo Yan,ARI,SP,23,
welintonherrera,sa3016061,Welinton Herrera,COL,SIRP,22,
felipedelacruz,sa3016065,Felipe De La Cruz,NYM,SIRP,25,
diegovelasquez,sa3016144,Diego Velasquez,SFG,SS,22,
jaydennestanista,sa3016230,Jaydenn  Estanista,PHI,SIRP,24,
keythelkey,sa3016282,Keythel Key,LAA,SIRP,22,
yendygomez,sa3016287,Yendy Gomez,LAA,SIRP,22,
jaroldrosado,sa3016502,Jarold Rosado,CHW,SIRP,23,
miguelullola,sa3016504,Miguel Ullola,HOU,SIRP,24,
felixarronde,sa3016526,Felix Arronde,KCR,SP,23,
luisserna,sa3016528,Luis Serna,NYY,SP,21,
jhonielserrano,sa3016710,Jhoniel Serrano,MIA,SIRP,22,
luissuisbel,sa3016717,Luis Suisbel,SEA,3B,23,
edwardduran,sa3016719,Edward Duran,TOR,C,22,
frederickbencosme,sa3016779,Frederick Bencosme,BAL,SS,23,
spencerpackard,sa3016803,Spencer Packard,SEA,LF,28,
douglasorellana,sa3016817,Douglas Orellana,NYM,SIRP,24,
gabrielreyes,sa3016833,Gabriel Reyes,DET,SIRP,23,
luisalvarez,sa3016847,Luis Alvarez,NYM,SIRP,23,
abimelecortiz,sa3016926,Abimelec  Ortiz,TEX,1B,24,
benjamincowles,sa3016976,Benjamin Cowles,CHC,SS,26,
ismaelagreda,sa3017010,Ismael Agreda,TEX,MIRP,22,
austinsmith,sa3017071,Austin Smith,COL,SIRP,27,
austinvernon,sa3017138,Austin Vernon,TBR,SIRP,27,
tysonguerrero,sa3017140,Tyson Guerrero,KCR,SIRP,27,
andrewbaker,sa3017196,Andrew Baker,PHI,SIRP,26,
luisrrodriguez,sa3017275,Luis R. Rodriguez,NYM,SIRP,23,
bjmurrayjr,sa3017287,BJ Murray Jr.,CHC,3B,26,
loganworkman,sa3017313,Logan Workman,TBR,SP,27,
garretthawkins,sa3017383,Garrett Hawkins,SDP,SIRP,26,
jayallenii,sa3017403,Jay Allen II,CIN,CF,23,
noahmiller,sa3017512,Noah Miller,LAD,SS,23,
alexpham,sa3017550,Alex Pham,BAL,SP,26,
creedwillems,sa3017562,Creed Willems,BAL,C,23,
rileymartin,sa3017601,Riley Martin,CHC,SIRP,28,
tyleruberstine,sa3017643,Tyler Uberstine,BOS,MIRP,27,
jakefox,sa3017734,Jake Fox,CLE,CF,23,
ronankopp,sa3017751,Ronan Kopp,LAD,SIRP,23,
gavinconticello,sa3017770,Gavin Conticello,ARI,RF,23,
connorcooke,sa3017822,Connor Cooke,TOR,SIRP,26,
zacleigh,sa3017873,Zac Leigh,CHC,SIRP,28,
kevinabel,sa3017879,Kevin Abel,CIN,MIRP,27,
robbyahlstrom,sa3018193,Robby Ahlstrom,TEX,SIRP,27,
frankmozzicato,sa3018242,Frank Mozzicato,KCR,SIRP,23,
jackhartman,sa3018250,Jack Hartman,TBR,SIRP,27,
walberturena,sa3018298,Walbert Urena,LAA,SIRP,22,
reynaldoyean,sa3018303,Reynaldo Yean,LAD,SIRP,22,
luichicasilla,sa3018332,Luichi Casilla,COL,SIRP,21,
kendeglysvirguez,sa3018351,Kendeglys Virguez,CLE,SIRP,22,
keinerdelgado,sa3018397,Keiner Delgado,PIT,SS,22,
samuelmunoz,sa3018407,Samuel Munoz,LAD,LF,21,
yordanydelossantos,sa3018408,Yordany De Los Santos,PIT,SS,21,
jhonnyseverino,sa3018415,Jhonny Severino,PIT,SS,21,
leandroarias,sa3018433,Leandro Arias,BAL,SS,21,
victorortega,sa3018439,Victor Ortega,MIA,C,22,
carlospacheco,sa3018455,Carlos Pacheco,ATH,CF,21,
dariolaverde,sa3018470,Dario Laverde,LAA,C,21,
kelvinhidalgo,sa3018472,Kelvin Hidalgo,COL,SS,21,
capriortiz,sa3018473,Capri Ortiz,LAA,SS,21,
derekbernard,sa3018477,Derek Bernard,COL,LF,20,
axielplaz,sa3018480,Axiel Plaz,PIT,C,20,
estuarsuero,sa3018481,Estuar Suero,PIT,CF,20,
luisbaez,sa3018482,Luis Baez,HOU,1B,22,
juanvillavicencio,sa3018494,Juan Villavicencio,PHI,SS,21,
roynierhernandez,sa3018495,Roynier Hernandez,COL,3B,21,
jesusbaez,sa3018507,Jesus Baez,STL,3B,21,
janselluis,sa3018508,Jansel Luis,ARI,SS,21,
luislara,sa3018514,Luis Lara,MIL,CF,21,
fernandopeguero,sa3018546,Fernando Peguero,BAL,CF,21,
yeremycabrera,sa3018549,Yeremy Cabrera,TEX,CF,20,
jeralperez,sa3018557,Jeral Perez,CHW,2B,21,
marvinalcantara,sa3018558,Marvin Alcantara,BOS,SS,21,
josealpuria,sa3018562,Jose Alpuria,ARI,CF,21,
thomassosa,sa3018566,Thomas Sosa,BAL,LF,21,
jeffersonrojas,sa3018571,Jefferson Rojas,CHC,SS,21,
franyerbermontilla,sa3018580,Franyerber Montilla,DET,SS,21,
albertohernandez,sa3018582,Alberto Hernandez,HOU,SS,22,
albertobarriga,sa3018595,Alberto Barriga,ARI,C,21,
juanmatheus,sa3018611,Juan Matheus,NYY,SS,22,
chrissuero,sa3018614,Chris Suero,NYM,C,22,
marcovargas,sa3018632,Marco Vargas,NYM,SS,21,
byronchourio,sa3018644,Byron Chourio,MIN,CF,21,
josephmontalvo,sa3018802,Joseph Montalvo,DET,SP,24,
fernandoperez,sa3018826,Fernando Perez,TOR,SP,22,
josechirinos,sa3018859,Jose Chirinos,NYM,SP,21,
christianzazueta,sa3018867,Christian Zazueta,LAD,SP,21,
richardfernandez,sa3018898,Richard Fernandez,ATH,SIRP,23,
cristofertorin,sa3018938,Cristofer Torin,ARI,2B,21,
alexanderalbertus,sa3018950,Alexander Albertus,CHW,3B,21,
juanamarante,sa3019048,Juan Amarante,PHI,SIRP,22,
aldrinbatista,sa3019119,Aldrin Batista,CHW,SP,23,
anyerlaureano,sa3019123,Anyer Laureano,CIN,SIRP,23,
enriquesegura,sa3019147,Enrique Segura,TEX,SP,21,
hanselrosario,sa3019247,Hansel Rosario,NYY,SIRP,23,
josefleury,sa3019255,Jose Fleury,HOU,SP,24,
wellingtonaracena,sa3019265,Wellington Aracena,BAL,SIRP,21,
leonelsequera,sa3019268,Leonel Sequera,STL,SP,20,
seanpaullinan,sa3019270,Sean Paul Linan,WSN,SP,21,
yuminlin,sa3019278,Yu-Min Lin,ARI,SP,22,
luisdeleon,sa3019283,Luis De Leon,BAL,SP,23,
jhancarloslara,sa3019367,Jhancarlos  Lara,ATL,SIRP,23,
chalnielarias,sa3019370,Chalniel Arias,NYY,SP,22,
santiagosuarez,sa3019386,Santiago Suarez,TBR,SP,21,
wilmysanchez,sa3019396,Wilmy Sanchez,HOU,SIRP,22,
abdiasdelacruz,sa3019401,Abdias De La Cruz,ARI,RF,21,
sabiermarte,sa3019431,Sabier Marte,NYY,SP,22,
jorgelysmota,sa3019465,Jorgelys Mota,WSN,3B,21,
eliscuevas,sa3019509,Elis Cuevas,BAL,CF,21,
franyerherrera,sa3019520,Franyer Herrera,NYY,SP,21,
carlosespinosa,sa3019549,Carlos Espinosa,LAA,SIRP,24,
yeriperez,sa3019566,Yeri Perez,KCR,SIRP,21,
liomarmartinez,sa3019612,Liomar Martinez,MIA,SIRP,21,
juanbello,sa3019615,Juan Bello,HOU,SP,22,
joglygarcia,sa3019633,Jogly Garcia,CLE,SIRP,22,
davispolo,sa3019637,Davis Polo,ATL,SP,21,
yoffrysolano,sa3019638,Yoffry Solano,MIA,2B,21,
yordyherrera,sa3019643,Yordy Herrera,STL,SIRP,21,
ovisportes,sa3019644,Ovis Portes,CIN,SIRP,21,
tonyblancojr,sa3019722,Tony Blanco Jr.,PIT,1B,21,
joelhurtado,sa3019774,Joel Hurtado,LAA,SIRP,25,
williambergolla,sa3019777,William Bergolla,CHW,SS,21,
anderstolhurst,sa3019818,Anders Tolhurst,TOR,SIRP,26,
dalestanavich,sa3019833,Dale Stanavich,MIA,SIRP,27,
romeosanabria,sa3019865,Romeo Sanabria,SDP,1B,24,
kevinkilpatrickjr,sa3019891,Kevin Kilpatrick Jr.,ATL,CF,25,
jackbrannigan,sa3019922,Jack Brannigan,PIT,SS,25,
matthewwood,sa3019924,Matthew Wood,MIL,C,25,
robertmoore,sa3019928,Robert Moore,PHI,SS,24,
loganwagner,sa3019932,Logan Wagner,LAD,3B,22,
joshwhite,sa3019953,Josh White,MIA,MIRP,25,
davidmccabe,sa3019964,David McCabe,ATL,3B,26,
nathanmartorella,sa3019978,Nathan Martorella,MIA,1B,25,
tannerschobel,sa3020009,Tanner Schobel,MIN,SS,25,
tjbrock,sa3020079,T.J. Brock,TOR,SIRP,26,
jacobmiller,sa3020111,Jacob Miller,MIA,SP,22,
lukeadams,sa3020135,Luke Adams,MIL,1B,22,
dominickeegan,sa3020194,Dominic Keegan,TBR,1B,25,
joshkasevich,sa3020203,Josh Kasevich,TOR,SS,25,
bryanrincon,sa3020221,Bryan Rincon,PHI,SS,22,
liamsimon,sa3020256,Liam Simon,SFG,SIRP,25,
tylerstuart,sa3020264,Tyler Stuart,WSN,SP,26,
lamarkingjr,sa3020279,Lamar King Jr.,SDP,C,22,
marquisgrissomjr,sa3020312,Marquis Grissom Jr.,WSN,SIRP,24,
cynielson,sa3020321,Cy Nielson,PIT,SIRP,25,
marcusjohnson,sa3020324,Marcus Johnson,TBR,SP,25,
wilianbormie,sa3020327,Wilian Bormie,TEX,SIRP,23,
bradennett,sa3020336,Braden Nett,ATH,MIRP,24,
benross,sa3020353,Ben Ross,MIN,SS,25,
blakeburkhalter,sa3020382,Blake Burkhalter,ATL,SIRP,25,
masonadams,sa3020388,Mason Adams,CHW,SP,26,
dylanray,sa3020392,Dylan Ray,ARI,SP,25,
duncandavitt,sa3020394,Duncan Davitt,CHW,SP,26,
chriscampos,sa3020396,Chris Campos,LAD,SP,25,
spencergiesting,sa3020402,Spencer Giesting,ARI,MIRP,24,
jackchoate,sa3020407,Jack Choate,SFG,MIRP,25,
maxwagner,sa3020415,Max Wagner,BAL,3B,24,
haydenwynja,sa3020464,Hayden Wynja,SFG,SIRP,27,
spencermiles,sa3020475,Spencer Miles,SFG,SIRP,25,
daltonrogers,sa3020479,Dalton Rogers,BOS,MIRP,24,
michaelprosecky,sa3020526,Michael Prosecky,COL,SP,25,
williamkempner,sa3020527,William Kempner,MIA,SIRP,25,
cameronweston,sa3020528,Cameron Weston,BAL,SP,25,
tracebright,sa3020558,Trace Bright,BAL,SP,25,
cjculpepper,sa3020563,C.J. Culpepper,MIN,SP,24,
ericadler,sa3020592,Eric Adler,CHW,SIRP,25,
brodymccullough,sa3020599,Brody McCullough,CHC,SP,26,
davidsandlin,sa3020606,David Sandlin,BOS,SIRP,25,
trevormartin,sa3020608,Trevor Martin,TBR,SP,25,
kenyahuggins,sa3020609,Kenya Huggins,ATH,SP,23,
ericreyzelman,sa3020611,Eric Reyzelman ,NYY,SIRP,25,
ryanjennings,sa3020634,Ryan Jennings,TOR,SIRP,27,
lucaswepf,sa3020704,Lucas Wepf,LAD,SIRP,26,
tylerschweitzer,sa3020712,Tyler Schweitzer,CHW,SP,25,
andrewpintar,sa3020715,Andrew Pintar,MIA,CF,25,
cameronfoster,sa3020735,Cameron Foster,BAL,SIRP,27,
jakebennett,sa3020737,Jake Bennett,WSN,SP,25,
marquesjohnson,sa3020741,Marques Johnson,SFG,SIRP,25,
peytonpallette,sa3020742,Peyton Pallette,CHW,SIRP,25,
maxrajcic,sa3020746,Max Rajcic,STL,SP,24,
colepaplham,sa3020749,Cole Paplham,SDP,SIRP,26,
natefurman,sa3020763,Nate Furman,SFG,2B,24,
petehansen,sa3020798,Pete Hansen,STL,SP,25,
rileycornelio,sa3020830,Riley Cornelio,WSN,SIRP,26,
connornoland,sa3020834,Connor Noland,CHC,SP,26,
dominicperachi,sa3020841,Dominic Perachi,PIT,SP,25,
jaredkarros,sa3020859,Jared Karros,LAD,SP,25,
thomasbalbonijr,sa3020861,Thomas  Balboni Jr.,NYY,SIRP,25,
samynaterajr,sa3020862,Samy Natera Jr.,LAA,SIRP,26,
isaiahlowe,sa3020864,Isaiah Lowe,SDP,SP,23,
tylergough,sa3020865,Tyler Gough,SEA,SP,22,
austinpeterson,sa3020868,Austin Peterson,CLE,SP,26,
paytonmartin,sa3020869,Payton Martin,LAD,SP,22,
michaelknorr,sa3020872,Michael Knorr,HOU,SIRP,26,
andrewtaylor,sa3020873,Andrew Taylor,HOU,MIRP,24,
wenhuipan,sa3020878,Wen-Hui Pan,PHI,SIRP,23,
marceloperez,sa3020889,Marcelo Perez,SEA,SP,26,
darrenbowen,sa3020945,Darren Bowen,MIN,SIRP,25,
luisgastelum,sa3020964,Luis Gastelum,STL,SIRP,24,
garygillhill,sa3020972,Gary Gill Hill,TBR,SP,21,
yerenyteus,sa3020978,Yereny Teus,TBR,MIRP,22,
luiscarias,sa3021006,Luis Carias,LAD,SP,21,
samuelsanchez,sa3021008,Samuel Sanchez,LAD,SP,20,
francistexido,sa3021028,Francis Texido,LAA,MIRP,21,
sandyozuna,sa3021041,Sandy Ozuna,COL,SP,20,
yefersonvargas,sa3021044,Yeferson Vargas,LAA,SIRP,21,
yuniortur,sa3021045,Yunior Tur,ATH,SIRP,26,
demetriocrisantes,sa3021051,Demetrio Crisantes,ARI,2B,21,
pedrocatuy,sa3021061,Pedro Catuy,ARI,CF,20,
yeikerreyes,sa3021126,Yeiker Reyes,COL,CF,20,
andruwmusett,sa3021175,Andruw  Musett,BOS,C,20,
anyelomarquez,sa3021178,Anyelo Marquez,LAA,2B,20,
juanflores,sa3021185,Juan Flores,LAA,C,20,
joshualiranzo,sa3021198,Joshua Liranzo,BAL,3B,19,
carlostaveras,sa3021209,Carlos Taveras,WSN,1B,20,
luiyinalastre,sa3021210,Luiyin Alastre,MIL,LF,20,
starlynnunez,sa3021216,Starlyn Nunez,BOS,SS,20,
miguelrodriguez,sa3021226,Miguel Rodriguez,BAL,C,20,
braylinmorel,sa3021229,Braylin  Morel,TEX,RF,20,
heribertorincon,sa3021238,Heriberto Rincon,NYM,CF,20,
andresvalor,sa3021278,Andres Valor,MIA,CF,20,
johngil,sa3021284,John Gil,ATL,SS,20,
mariobaez,sa3021286,Mario Baez,ATL,SS,19,
danieljoselopez,sa3021298,Daniel  Jose Lopez,KCR,CF,20,
dashylltejeda,sa3021315,Dashyll Tejeda,WSN,CF,20,
heribertocaraballo,sa3021317,Heriberto Caraballo,STL,C,21,
carloscaro,sa3021325,Carlos Caro,PIT,2B,21,
edgleenperez,sa3021330,Edgleen Perez,PIT,C,20,
jacksonlancaster,sa3021468,Jackson Lancaster,TBR,SIRP,27,
mavisgraves,sa3021472,Mavis Graves,PHI,SP,22,
adrianbohorquez,sa3021501,Adrian  Bohorquez,MIN,SP,21,
yordinchalas,sa3021508,Yordin Chalas,ARI,SIRP,22,
luisarestigueta,sa3021521,Luis Arestigueta,ATL,SP,20,
josebello,sa3021530,Jose Bello,BOS,SP,21,
kelvissalcedo,sa3021531,Kelvis Salcedo,DET,SP,20,
jersonalejandro,sa3021533,Jerson Alejandro,NYY,SP,20,
marlonnieves,sa3021567,Marlon Nieves,LAD,SP,21,
juanvalera,sa3021570,Juan Valera,BOS,SP,20,
bryanmartinez,sa3021600,Bryan Martinez,LAA,RF,20,
dameurypena,sa3021624,Dameury  Pena,MIN,2B,20,
ramonramirez,sa3021637,Ramon Ramirez,KCR,C,21,
asbelgonzalez,sa3021639,Asbel Gonzalez,KCR,CF,20,
michaelkennedy,sa3021728,Michael Kennedy,CLE,SP,21,
jacksonhumphries,sa3021729,Jackson  Humphries,CLE,MIRP,21,
davidmatoma,sa3021761,David Matoma,PIT,SP,20,
keynerbenitez,sa3021795,Keyner Benitez,MIA,SP,20,
jacobwosinski,sa3021825,Jacob Wosinski,MIN,MIRP,27,
javiermogollon,sa3021855,Javier Mogollon,CHW,2B,20,
ubaldosoto,sa3022015,Ubaldo Soto,LAA,SP,19,
josevasquez,sa3022116,Jose Vasquez,LAD,SIRP,21,
brayannarvaez,sa3022133,Brayan Narvaez,SFG,SP,21,
yohanfersantana,sa3022143,Yohanfer Santana,MIA,SP,20,
michaelvalverde,sa3022157,Michael Valverde,TEX,SIRP,23,
kylebischoff,sa3022176,Kyle Bischoff,MIN,SIRP,26,
joseurbina,sa3022218,Jose Urbina,TBR,SP,20,
ashtonizzi,sa3022230,Ashton Izzi,ARI,SP,22,
keelermorfe,sa3022239,Keeler Morfe,BAL,SP,20,
eriandysramon,sa3022256,Eriandys Ramon,CHC,3B,23,
yasselsoler,sa3022281,Yassel Soler,ARI,3B,20,
carlosgutierrez,sa3022336,Carlos Gutierrez,SFG,LF,21,
koltoncurtis,sa3022381,Kolton Curtis,TEX,SP,22,
lisbeldiaz,sa3022399,Lisbel Diaz,SFG,RF,20,
brockrodden,sa3022432,Brock Rodden,SEA,2B,26,
homerbushjr,sa3022480,Homer Bush Jr.,TBR,CF,24,
riofoster,sa3022491,Rio Foster,LAA,RF,23,
sabinceballos,sa3022500,Sabin Ceballos,SFG,3B,23,
trentharris,sa3022526,Trent Harris,SFG,SIRP,27,
willsimpson,sa3022530,Will Simpson,TBR,1B,24,
natenankil,sa3022532,Nate Nankil,ATH,RF,23,
ryanlasko,sa3022539,Ryan Lasko,ATH,CF,24,
jonahcox,sa3022541,Jonah Cox,SFG,CF,24,
jackhurley,sa3022564,Jack Hurley,ARI,CF,24,
ryanignoffo,sa3022573,Ryan Ignoffo,MIA,C,25,
paulbonzagni,sa3022587,Paul Bonzagni,TEX,SP,24,
joshrivera,sa3022590,Josh Rivera,TOR,SS,23,
brettbateman,sa3022603,Brett Bateman,CHC,CF,24,
sammystafura,sa3022612,Sammy Stafura,PIT,SS,21,
jacebohrofen,sa3022653,Jace Bohrofen,TOR,CF,24,
mikeboeve,sa3022658,Mike Boeve,MIL,3B,24,
braylenwimmer,sa3022671,Braylen Wimmer,COL,SS,25,
colefoster,sa3022673,Cole Foster,SFG,SS,24,
charlieszykowny,sa3022689,Charlie Szykowny,SFG,3B,26,
yahilmelendez,sa3022692,Yahil Melendez,CHC,SS,20,
willbush,sa3022698,Will Bush,HOU,C,22,
chasejaworsky,sa3022700,Chase Jaworsky,MIA,SS,21,
bodavidson,sa3022706,Bo Davidson,SFG,CF,23,
camdenminacci,sa3022728,Camden Minacci,LAA,SIRP,24,
haydendurke,sa3022733,Hayden Durke,ARI,SIRP,24,
romanangelo,sa3022737,Roman Angelo,ARI,MIRP,26,
ryanlobus,sa3022744,Ryan Lobus,TEX,SIRP,25,
rocriggio,sa3022750,Roc Riggio,COL,2B,24,
dylancampbell,sa3022751,Dylan Campbell,PHI,RF,23,
carlsonreed,sa3022793,Carlson Reed,PIT,MIRP,23,
colbylangford,sa3022800,Colby Langford,HOU,SIRP,24,
tavianjosenberger,sa3022808,Tavian Josenberger,BAL,CF,24,
shengenlin,sa3022820,Sheng-En  Lin,CIN,SP,20,
charlesmcadoo,sa3022823,Charles McAdoo,TOR,3B,24,
ericbitonti,sa3022866,Eric Bitonti,MIL,1B,20,
alfonsinrosario,sa3022868,Alfonsin Rosario,CLE,RF,22,
carsonjacobs,sa3022872,Carson Jacobs,CHW,SIRP,24,
izacktiger,sa3022875,Izack Tiger,TEX,SIRP,25,
chenweilin,sa3022876,Chen-Wei Lin,STL,SP,24,
jacobodle,sa3022877,Jacob Odle,STL,SIRP,22,
luisdelatorre,sa3022880,Luis De La Torre,SFG,SIRP,22,
machorvath,sa3022885,Mac Horvath,TBR,CF,24,
lujamesgroover,sa3022887,LuJames Groover,ARI,3B,24,
samshaw,sa3022889,Sam Shaw,TOR,LF,20,
johnpeck,sa3022896,John Peck,DET,SS,23,
coltonledbetter,sa3022897,Colton Ledbetter,TBR,CF,24,
kyleamendt,sa3022904,Kyle Amendt,ARI,SIRP,26,
mattjachec,sa3022906,Matt Jachec,CLE,MIRP,24,
carsonrucker,sa3022926,Carson Rucker,DET,3B,21,
kchunt,sa3022937,K.C. Hunt,MIL,SP,25,
bobonds,sa3022938,Bo Bonds,TOR,SIRP,25,
willjohnston,sa3022940,Will Johnston,ATH,SP,25,
sethkeener,sa3022949,Seth Keener,CHW,SIRP,24,
christianoppor,sa3022950,Christian Oppor,CHW,MIRP,21,
bostonbaro,sa3022962,Boston Baro,NYM,SS,21,
ajewing,sa3022963,A.J. Ewing,NYM,CF,21,
kylehenley,sa3023012,Kyle Henley,CIN,CF,21,
patrickreilly,sa3023038,Patrick Reilly,BAL,SP,24,
tjnichols,sa3023039,T.J. Nichols,TBR,MIRP,24,
jadenwoods,sa3023064,Jaden Woods,PIT,SIRP,24,
jacobbresnahan,sa3023066,Jacob Bresnahan,SFG,SP,21,
barrettkent,sa3023082,Barrett Kent,LAA,SP,21,
andrewdunford,sa3023086,Andrew Dunford,DET,SP,21,
tatekuehner,sa3023099,Tate Kuehner,MIL,MIRP,25,
juniorciprian,sa3023107,Junior Ciprian,ARI,SP,21,
tyweatherly,sa3023130,Ty Weatherly,BAL,MIRP,25,
joewhitman,sa3023131,Joe Whitman,SFG,SP,24,
jadenhamm,sa3023134,Jaden Hamm,DET,SP,23,
kieferlord,sa3023135,Kiefer Lord,BAL,SIRP,24,
isaiahcoupet,sa3023156,Isaiah Coupet,COL,MIRP,23,
jackmahoney,sa3023157,Jack Mahoney,COL,SP,24,
joshhansell,sa3023158,Josh Hansell,KCR,SIRP,24,
jameshicks,sa3023161,James Hicks,HOU,SP,25,
cadengrice,sa3023166,Caden Grice,ARI,SP,24,
joshadamczewski,sa3023168,Josh Adamczewski,MIL,LF,21,
mattwilkinson,sa3023171,Matt Wilkinson,CLE,SP,23,
codyadcock,sa3023175,Cody Adcock,CIN,SIRP,24,
calelansville,sa3023176,Cale Lansville,SFG,SP,23,
nigelbelgrave,sa3023180,Nigel Belgrave,MIA,SP,24,
joshekness,sa3023204,Josh Ekness,MIA,SIRP,24,
kademorris,sa3023206,Kade Morris,ATH,MIRP,24,
haydenmullins,sa3023218,Hayden Mullins,BOS,SIRP,25,
blakewehunt,sa3023220,Blake Wehunt,BOS,MIRP,25,
owenwild,sa3023278,Owen Wild,TBR,SP,23,
